text,author,likes,published_at,word_count,polarity,sentiment,length_bin,clean_text,adjusted_sentiment,roberta_raw,roberta_sentiment,sentiment_final
"this has to be one of the most impactful works of 2020s-modern philosophy i've ever seen. as a fem afab person who is attracted to men and has always been uncomfortable with many aspects of het culture -- ""sexuality is vampiric"" and ""transgressive fiction is a safer avenue to vent out our base desires"" was so important for me to hear from such an amazing thinker as yourself. thank you ms points. ^^",@cosmo_junk,7,2025-05-14T05:05:35Z,34,0.1,neutral,50-100,one impactful work 2020smodern philosophy ever see fem afab person attract man always uncomfortable many aspect het culture sexuality vampiric transgressive fiction safe avenue vent base desire important hear amazing thinker thank ms point,neutral,LABEL_2,positive,neutral
"24:31 god not to change the subject but the Alice/Bella ship will never not intrigue me. ""I'm lost without you, Alice. and him. I mean him mainly. When you left, you took everything with you. um. like him, I mean. I miss him so much. good old edbert.""",@koboldcatgirl,0,2025-05-13T21:12:13Z,24,0.024999999999999994,neutral,20-50,2431 god change subject alicebella ship never intrigue lose without alice mean mainly leave take everything um like mean miss much good old edbert,neutral,LABEL_1,neutral,neutral
"I think ContraPoits should make a video about Taylor, she's mentioned her a lot",@cricketflightstar,1,2025-05-12T20:26:46Z,7,0.0,neutral,10-20,think contrapoit make video taylor mention lot,neutral,LABEL_1,neutral,neutral
"Hello, what is the song at 5:00?",@jakeallred,1,2025-05-12T11:47:48Z,3,0.0,neutral,0-10,hello song 500,neutral,LABEL_1,neutral,neutral
26:35,@moonmin8212,0,2025-05-12T06:31:23Z,1,0.0,neutral,0-10,2635,neutral,LABEL_1,neutral,neutral
"As a psychoanalyst, I agree with this message.",@VigilanteRestoration,1,2025-05-11T16:32:57Z,3,0.0,neutral,0-10,psychoanalyst agree message,neutral,LABEL_1,neutral,neutral
Hope u make a ton of money off this video it’s so good,@katiemcguffin9704,1,2025-05-10T18:14:43Z,7,0.7,positive,10-20,hope u make ton money video good,positive,LABEL_2,positive,positive
I was really enjoying the ideas about disavowal and submissive fantasies. But I'm stuck trying to make sense of dominant fantasies in the same framework. Can someone help me understand how dominant fantasies could work to help people to safely feel pleasure?,@rma30304,0,2025-05-10T08:37:48Z,25,0.3333333333333333,positive,20-50,really enjoy idea disavowal submissive fantasy stuck try make sense dominant fantasy framework someone help understand dominant fantasy could work help people safely feel pleasure,positive,LABEL_2,positive,neutral
I love Natalie and support her but what happens at 36:13 can only be described as an abomination before God and that’s coming from an atheist,@RM61827,0,2025-05-10T04:54:03Z,10,0.25,positive,20-50,love natalie support happen 3613 describe abomination god come atheist,positive,LABEL_1,neutral,negative
"""The Wheel of Samsara is pretty much my stomping ground"" Slaps so hard I my tattoo it across my chest someday",@leontalbuquerque8281,0,2025-05-10T00:32:03Z,12,0.05277777777777778,neutral,20-50,wheel samsara pretty much stomp ground slap hard tattoo across chest someday,neutral,LABEL_1,neutral,neutral
I love how Contra can turn the most inane and random topics into deep philosophycal diatribes that are an actual joy to delve into.,@leontalbuquerque8281,1,2025-05-10T00:21:30Z,12,0.21666666666666667,positive,20-50,love contra turn inane random topic deep philosophycal diatribe actual joy delve,positive,LABEL_1,neutral,neutral
"34:24 My 5th grade self was passing behind my eyes when I read this quote, he'll be laughing at that for the whole week",@leontalbuquerque8281,0,2025-05-10T00:18:36Z,13,-0.1,neutral,20-50,3424 5th grade self pass behind eye read quote hell laugh whole week,neutral,LABEL_1,neutral,neutral
"Every time Natatsays something i always go Why os bo obe talking about Sonnet, Shamela, the greek ideas of love ect. Everybsingke vídeo I'm saying these things and i cannot stop",@coltonmartin5057,0,2025-05-09T23:47:05Z,21,0.25,positive,20-50,every time natatsay something always go os bo obe talk sonnet shamela greek idea love ect everybsingke vdeo say thing stop,positive,LABEL_1,neutral,positive
“If a boy is poor there’s no room on the door” is wild 😂,@Brackishwaterz,0,2025-05-09T10:18:27Z,5,-0.15000000000000002,negative,10-20,boy poor room door wild,positive,LABEL_0,negative,neutral
The idea of Jesus as inherintly androgynous is interesting as both the lord above and the lamb below distilled into one poetic figure,@foggy227,0,2025-05-09T02:34:04Z,11,0.2916666666666667,positive,20-50,idea jesus inherintly androgynous interesting lord lamb distil one poetic figure,positive,LABEL_1,neutral,neutral
I think this is the best video on YouTube.,@baybabe95,0,2025-05-09T01:00:11Z,4,1.0,positive,0-10,think good video youtube,positive,LABEL_2,positive,positive
Came here from funky frog bait's booktok video.,@brandy4428,1,2025-05-08T05:44:45Z,6,0.0,neutral,0-10,come funky frog bait booktok video,neutral,LABEL_1,neutral,neutral
"I'm shaking rn. This is GENUINELY one of the best videos I've ever seen, full stop. Holy shit. Thoroughly enjoyable.

Here I was walking into this video thinking it would be yet another silly and entertaining Twilight take. Little did I know that I would leave having meaningful revelations about gender, duality, human nature, psychology, religion, sexuality and the genius that is Stephanie Meyers. 

One of the most succulent pieces of media I have consumed in what feels like forever. 

Not only was this incredibly intellectually stimulating and humbling, it was fucking hilarious. I did more than I snort - nay, I actually LOL'ed. 

Fantastic content, fantastic make-up, sets and fashion. Fantastic delivery! And I totally agree - I think we all have been under-thinking Twilight.

10/10.",@Bumble.V,1,2025-05-08T02:59:55Z,71,0.313125,positive,100+,shake rn genuinely one good video ever see full stop holy shit thoroughly enjoyablehere walk video thinking would yet another silly entertaining twilight take little know would leave meaningful revelation gender duality human nature psychology religion sexuality genius stephanie meyer one succulent piece medium consume feel like forever incredibly intellectually stimulating humble fuck hilarious snort nay actually lole fantastic content fantastic makeup set fashion fantastic delivery totally agree think underthinke twilight1010,positive,LABEL_2,positive,positive
"42:11 - 43:50, 58:57 - 1:00:08, Part 6",@elgoogtnoucca1039,0,2025-05-07T11:08:04Z,6,0.0,neutral,0-10,4211 4350 5857 10008 part 6,neutral,LABEL_1,neutral,neutral
"@contrapoints my favorite brand of heroin was a bag of china white called ""f*ck trump"" that was my favorite since you asked.",@killhckman9211,0,2025-05-06T15:57:30Z,12,0.3333333333333333,positive,20-50,favorite brand heroin bag china white call fck trump favorite since ask,positive,LABEL_1,neutral,neutral
"""Computer, generate 8 foot tall futanari versions of Bryce Dallas Howard and Eva Green. Reprogram to give them severe maternal instincts, but make them think that having sex with someone is the same as protecting them. Alter their perception to make them think I am their son. Disengage safety protocols, and run program.""

-Stephanie Meyer, probably",@jiffylou98,1,2025-05-05T21:54:40Z,34,-0.1,neutral,50-100,computer generate 8 foot tall futanari version bryce dallas howard eva green reprogram give severe maternal instinct make think sex someone protect alter perception make think son disengage safety protocol run programstephanie meyer probably,neutral,LABEL_1,neutral,negative
"Terfs will unironically believe woman are holes and then turn around and call trans women ""evil, sexist predators""

They're so hypocritical and cruel.",@mieshocked1450,2,2025-05-05T21:53:22Z,15,-1.0,negative,20-50,terfs unironically believe woman hole turn around call tran woman evil sexist predatorstheyre hypocritical cruel,positive,LABEL_0,negative,neutral
"6:34 this is peak mysogyny tbh 😂 all of this sex negative, anti-SW and anti-kink """"""""""""""""""feminism"""""""""""""""" is peak bigotry and conservadorism/puritanism disguised as ✨concern✨

Much alike the gross terf movement.",@mieshocked1450,1,2025-05-05T20:06:11Z,18,-0.033333333333333326,neutral,20-50,634 peak mysogyny tbh sex negative antisw antikink feminism peak bigotry conservadorismpuritanism disguise concernmuch alike gross terf movement,neutral,LABEL_0,negative,neutral
Can you make a reading list?,@laurieellenferreiraschuber9353,0,2025-05-05T02:35:41Z,3,0.0,neutral,0-10,make reading list,neutral,LABEL_1,neutral,neutral
"Oh, I just realized how sexy and tragic is Chopin Nocturne Op.20 :|, thank you",@Lari-m7j,1,2025-05-04T21:38:56Z,8,-0.125,negative,10-20,oh realize sexy tragic chopin nocturne op20 thank,positive,LABEL_2,positive,neutral
what the fuck I revisit this video a year later and only just now realized it's playing Schubert's Piano Trio No.2 at 7:06. And I love this piece so much. Love you Natalie 😭,@tanningturtle,0,2025-05-04T20:52:40Z,17,0.12,positive,20-50,fuck revisit video year later realize playing schubert piano trio no2 706 love piece much love natalie,positive,LABEL_2,positive,neutral
"I was curious when the first Eclipse movie came out. 

I had only ever read the Twilight saga through a snark site, but, curiosity got the better of me, and I had this urge to see the Eclipse movie.

At this time, I had a young male coworker who was one of the coolest, most quirky young men I've ever had the pleasure to know. He was around the same age as my own boys, who had 0 interest in anything romance related. Anyway,  this young man  loved Twilight, unironically and unabashedly and out loud. When I casually mentioned I wouldn hate seeing Eclipse, he offered to go with me. He'd only seen it maybe five times by that point. 😅

So, ""Luke"" and I went to the movies. 🍿  I treated; I got our tickets, our popcorn, our drinks, and, seeing the movie with Luke kinda made me love it. I could snark about it all day long, but, I'm a little tired of flippancy, irony, hatewatching/reading/listening.  It was refreshing to experience it with a true fan. 

It's okay to like ""basic"" things, even works with problematic aspects. 

The one thing I challenged Luke about was Harry Potter. (This was long before Joanne lost the plot, and colluded with her moldy walls to make being a TERF her entire personality.) Luke came from a conservative fundamentalist Christian family, which prohibited anything HP. I asked him why wizards were verboten, but vampires and werewolves were okay, and he really couldn't explain it, but he went along with it. 😅  

(Hard to remember that time or era, when HP's controversy was its subject matter, not its batshit author. I'm mom to a transgender young adult daughter, and Joanne and anything she produces is anathema to me. Like seriously, fuck her and her minions. But, that same trans person,  as a child, and before Joanne lost her mind, enjoyed HP books immensely. It's hard to reconcile.)",@La_Ru-yg8es,0,2025-05-04T13:16:26Z,166,0.07596153846153848,neutral,,curious first eclipse movie come ever read twilight saga snark site curiosity get well urge see eclipse movieat time young male coworker one cool quirky young man ever pleasure know around age boy 0 interest anything romance relate anyway young man love twilight unironically unabashedly loud casually mention hate see eclipse offer go see maybe five time point luke go movie treat get ticket popcorn drink see movie luke kinda make love could snark day long little tired flippancy irony hatewatchingreadinglistene refreshing experience true fan okay like basic thing even work problematic aspect one thing challenge luke harry potter long joanne lose plot collude moldy wall make terf entire personality luke come conservative fundamentalist christian family prohibit anything hp ask wizard verboten vampire werewolf okay really could not explain go along hard remember time era hps controversy subject matter batshit author mom transgender young adult daughter joanne anything produce anathema like seriously fuck minion trans person child joanne lose mind enjoy hp book immensely hard reconcile,neutral,LABEL_1,neutral,positive
I like all brands of heroine,@UsrRnzler,0,2025-05-04T03:50:13Z,3,0.0,neutral,0-10,like brand heroine,neutral,LABEL_1,neutral,neutral
Great video but I learned this from taking shrooms after reading a streetcar named desire,@declanlevesque8015,4,2025-05-03T22:37:51Z,9,0.8,positive,10-20,great video learn take shroom read streetcar name desire,positive,LABEL_2,positive,positive
"I enjoyed your analysis and watched all of it.

However, I still do not like Twilight.

As a person with probably too much empathy, the most unsettling part of the story (and the reason I could not finish it) was because Bella was so willing to leave everyone that loved her all her life at a moment’s notice for a guy she’d known less than a year and didn’t seem particularly embattled by the thought of abandoning them and never seeing them again. It literally bothered me so much I had to put down the book and never picked it back up.",@mary.b.93,0,2025-05-03T04:36:37Z,46,0.154040404040404,positive,100+,enjoy analysis watch ithowever still like twilighta person probably much empathy unsettling part story reason could finish bella willing leave everyone love life moment notice guy shed know less year not seem particularly embattle thought abandon never see literally bother much put book never pick back,positive,LABEL_2,positive,positive
Polycule of monster men,@giorgiapeachxo,1,2025-05-02T22:38:25Z,3,0.0,neutral,0-10,polycule monster man,neutral,LABEL_0,negative,neutral
"Spice up that Freud and freudians with some Jung and jungians, bae",@v.ra.,0,2025-05-01T12:59:22Z,6,0.0,neutral,10-20,spice freud freudian jung jungians bae,neutral,LABEL_1,neutral,neutral
"Why doesn't the wiki page for Bataille start with ""George Bataille (10 September 1897 – 8 July 1962) was a French philosopher and pervert""?",@cicalinarrot,1,2025-05-01T03:13:19Z,16,0.0,neutral,20-50,not wiki page bataille start george bataille 10 september 1897 8 july 1962 french philosopher pervert,neutral,LABEL_1,neutral,neutral
"It's pretty convenient for these feminists to define their feminist sexual revolution in a way that is impossible to happen like ""all women becoming lesbians"". This way, they get to live their fantasy of being perpetual victims in a patriarcal system that will never cease to exist.
And I wonder how much of this applies also to non-crazy feminists. Have you ever asked yourself ""How would a non-patriarcal society look like?"" according to your views? Because it seems to me that they all like, to some extent, the idea of fighting this endless battle agaisnt an allpowerful enemy they will never be able to defeat. These people like being the underdogs, because actually getting to the top of the hierarchy would cause them an identity crisis. Just food for thought.",@dificulttocure,1,2025-04-30T04:31:54Z,66,0.174469696969697,positive,100+,pretty convenient feminist define feminist sexual revolution way impossible happen like woman become lesbian way get live fantasy perpetual victim patriarcal system never cease existand wonder much apply also noncrazy feminist ever ask would nonpatriarcal society look like accord view seem like extent idea fight endless battle agaisnt allpowerful enemy never able defeat people like underdogs actually get top hierarchy would cause identity crisis food thought,positive,LABEL_0,negative,neutral
Watching this as a mostly arocae person is a trip lemmie tell you,@celiarisho7445,0,2025-04-30T03:46:55Z,7,0.5,positive,10-20,watch mostly arocae person trip lemmie tell,positive,LABEL_1,neutral,neutral
"3:30 ""poverty of _brains_ "" made me snort. as an afab person still largely perceived as a woman and a lifelong romance enjoyer, i felt pretty seen.",@frustraceann,0,2025-04-30T00:05:52Z,17,0.12142857142857143,positive,20-50,330 poverty brain make snort afab person still largely perceive woman lifelong romance enjoyer feel pretty see,positive,LABEL_1,neutral,neutral
Can someone make a bot that automatically detects when a white person writes a non-white character and then generates a video accusing her of racism?,@TM-ny7zm,0,2025-04-29T23:06:41Z,14,0.0,neutral,20-50,someone make bot automatically detect white person write nonwhite character generate video accuse racism,neutral,LABEL_0,negative,neutral
"Thank you for this video.

I just got back into my Twilight phase recently and this video is not just relevant to my new (old) obsession but also a fascinating dissection of sexuality.

Thank you for this lovely buffet for thought.  And also, I sputtered a laugh out loud and by myself more than once.",@faytelumos1738,1,2025-04-29T22:30:42Z,23,0.2736363636363636,positive,50-100,thank videoi get back twilight phase recently video relevant new old obsession also fascinating dissection sexualitythank lovely buffet thought also sputter laugh loud,positive,LABEL_2,positive,positive
Tiresias mentioned!!,@jens6076,0,2025-04-29T20:41:38Z,2,0.0,neutral,0-10,tiresias mention,neutral,LABEL_1,neutral,neutral
"Twilight to Daoism propaganda is such a trip, I love this video so much",@Alistorshenanigans,2,2025-04-29T03:36:55Z,7,0.15000000000000002,positive,10-20,twilight daoism propaganda trip love video much,positive,LABEL_2,positive,positive
"I love you, please marry me 🕸️🥀",@aylenc8359,0,2025-04-28T23:14:31Z,3,0.5,positive,0-10,love please marry,positive,LABEL_2,positive,positive
"I'm some dude who has never read or seen Twilight, neither do I have any interest in doing so... but this whole video is amazing and I am deeply enthralled.",@Hellooo0897,2,2025-04-28T18:38:26Z,12,0.26666666666666666,positive,20-50,dude never read see twilight neither interest whole video amazing deeply enthral,positive,LABEL_2,positive,neutral
Stephanie is a White Hat. Cabal is the volturi.,@user-ry4cx3bl7l,0,2025-04-28T09:56:37Z,5,0.0,neutral,0-10,stephanie white hat cabal volturi,neutral,LABEL_1,neutral,neutral
"""Oh my god, Twilight is Mormon Beastars"" is not a thought I expected to have going into this video",@L-Ahrairah,1,2025-04-28T05:57:26Z,9,-0.1,neutral,10-20,oh god twilight mormon beastar thought expect go video,neutral,LABEL_1,neutral,neutral
i never yearned for mother until i started watching these videos,@birdwalkin,0,2025-04-28T05:04:54Z,6,0.0,neutral,10-20,never yearn mother start watch video,neutral,LABEL_1,neutral,neutral
i desperately need to know the name of the song at 15:31 PLEASE,@mortis3653,1,2025-04-28T04:19:41Z,7,-0.6,negative,10-20,desperately need know name song 1531 please,positive,LABEL_0,negative,neutral
"Holy shit- as a fujoshi this video made me understand myself more I think? I’d always questioned why I felt this strange connection with bl and yaoi, and honestly just queer men in general. But even looking at my own characters I’ve made, these ideas (especially the identity one) apply to them so heavily. The longing to be someone who can both express femininity and masculinity, who can be dominant and submissive, and have it taken seriously is definitely something I have.",@lucidmoth1023,3,2025-04-28T04:01:25Z,39,0.14444444444444446,positive,50-100,holy shit fujoshi video make understand think always question feel strange connection bl yaoi honestly queer man general even look character make idea especially identity one apply heavily longing someone express femininity masculinity dominant submissive take seriously definitely something,positive,LABEL_1,neutral,neutral
1:19:49 Celso Portiolli also had nothing to do with 9/11,@giovannischanoski6010,0,2025-04-28T01:43:45Z,6,0.0,neutral,0-10,11949 celso portiolli also nothing 911,neutral,LABEL_1,neutral,neutral
"I heard this video was taken down! Glad to see it’s still here. Or here again. 

God I love these exquisitely crafted video essays 🎉",@eddiemumford,1,2025-04-27T18:17:00Z,12,0.4513888888888889,positive,20-50,hear video take glad see still god love exquisitely craft video essay,positive,LABEL_2,positive,neutral
"And justice for Catherine Hardwick who put her soul into the 1st movie. It should technically be considered an indie cult classic but that's not what we're talking about here. I just want to say thank you--as a newer philosophy lover (always considered myself a philosopher but in recent years began truly reading and learning philosophy) I am really enjoying finding videos and creators like you. I consider myself asexual/aromantic--but I always say it's because I'm actually so romantic I prefer limerance and fantasy to reality and have no taste for reality in my romance...and because I'm mostly heterosexual, but stuck in an oppressive system, men are not the lovers I need. I never heard of Girls who Like Boys Who Like Boys, but will read it because that is also my truth. I prefer bi-sexual men to heterosexual men if I deal with men at all. But this video is making me question if my actual desire is to be the lover not the beloved.",@ChezzaOuttaNowhere,0,2025-04-27T06:14:13Z,81,0.20740740740740737,positive,100+,justice catherine hardwick put soul 1st movie technically consider indie cult classic talk want say thank youas new philosophy lover always consider philosopher recent year begin truly read learn philosophy really enjoy find video creator like consider asexualaromanticbut always say actually romantic prefer limerance fantasy reality taste reality romanceand mostly heterosexual stick oppressive system man lover need never hear girl like boy like boy read also truth prefer bisexual man heterosexual man deal man video make question actual desire lover beloved,positive,LABEL_1,neutral,neutral
"1:54:29 The membrane of a cell, the borders of a country, the skin of a killer, Bella",@tfkia356,1,2025-04-27T02:03:18Z,8,0.0,neutral,10-20,15429 membrane cell border country skin killer bella,neutral,LABEL_0,negative,neutral
TOASTY DOG BOY,@shaymoney69,2,2025-04-26T22:23:27Z,3,0.0,neutral,0-10,toasty dog boy,neutral,LABEL_1,neutral,neutral
"I make 'chatbot' type characters for fun. The less traditional scenarios are always the most popular, like the ones you bring up throughout this video.",@WesternCommie,0,2025-04-26T13:17:30Z,15,0.24666666666666667,positive,20-50,make chatbot type character fun less traditional scenario always popular like one bring throughout video,positive,LABEL_2,positive,neutral
"2:06:30 ""...Take a hit. Leave a comment."" I feel like this is a joke that honestly should be used in more of your videos. It's hilarious to me lol",@ZeldaFan2004,1,2025-04-26T04:05:33Z,13,0.6000000000000001,positive,20-50,20630 take hit leave comment feel like joke honestly use video hilarious lol,positive,LABEL_2,positive,neutral
It’s baaaack!!!!!!!! I’m gonna have to rewatch it now.,@lennzo9231,3,2025-04-25T19:44:05Z,4,0.0,neutral,0-10,baaaack go to rewatch,neutral,LABEL_1,neutral,positive
this is canon twilight now no matter who tries to take this video down,@pedrojoffily8401,0,2025-04-25T19:23:44Z,6,-0.1277777777777778,negative,10-20,canon twilight matter try take video,positive,LABEL_1,neutral,neutral
"Misogyny does not have anything to do with ""men's contempt for women""  Mirriam Webster definition of misogony: feeling, showing, or characterized by hatred of or prejudice against women : of, relating to, or being a misogynist and misogynist is defined as a person who hates or discriminates against women.   Notice how the only gender mentioned is that of the recipient of the hate.  It leaves room for the massive amount of hatred women have for other women.  Would disliking what teenage girls like being misogyny?  I would argue no if the hatred is directed exclusively at the behavior of teenagers, and not all the behaviors associated with womanhood.  Individual teenage girls are great at expressing their emotions on an individual basis, but a gaggle of teenage girls tends to devolve into a screaming cacophonous mess i.e. every justin bieber concert ever.  Being annoyed at annoying people is not the same as hating them, but what do I know I am just an idiot online.  At least I know how to use a dictionary though.",@nashtrojan,0,2025-04-25T17:23:17Z,85,-0.17647058823529413,negative,100+,misogyny anything men contempt woman mirriam webster definition misogony feeling show characterize hatred prejudice womenof relate amisogynist misogynist define person hate discriminate woman notice gender mention recipient hate leave room massive amount hatred woman woman would disliking teenage girl like misogyny would argue hatred direct exclusively behavior teenager behavior associate womanhood individual teenage girl great express emotion individual basis gaggle teenage girl tend devolve scream cacophonous mess ie every justin bieber concert ever annoy annoying people hate know idiot online least know use dictionary though,negative,LABEL_0,negative,negative
OMG I'M SO HAPPY THAT MY SHOW IS BACK ON! ❤🥳🙌✨ thanks so much for whatever fluke of destiny made it reappear afer being banned for 3 days in my country (Germany)! Cheers Natalie 🥂 to this freaking Masterpiece of analysis! I'm obsessed with it! - Obsessed and in AWE - the part where you bring it all home with the comparison to THE SEA (~ 2:21:00) is sooo goood I'm at a loss for epic enough words to describe my awe! 🤯✨❤️💯,@C.C.369,5,2025-04-25T14:44:27Z,39,0.0359375,neutral,50-100,omg happy show back thank much whatever fluke destiny make reappear afer ban 3 day country germany cheer natalie freak masterpiece analysis obsess obsess awe part bring home comparison sea 22100 sooo goood loss epic enough word describe awe,positive,LABEL_2,positive,positive
"Well jeez, this was an all-timer. What a great video, bravo.",@nofunbrandon,1,2025-04-25T14:11:35Z,6,0.8,positive,10-20,well jeez alltimer great video bravo,positive,LABEL_2,positive,positive
Oh thank God it’s back,@Midnightsstan521,8,2025-04-25T13:36:02Z,4,0.0,neutral,0-10,oh thank god back,neutral,LABEL_2,positive,positive
"Just wanted to say, I can now view this video again, after the copyright claim has been resolved. This is one of my favorites. ❤",@katismysecondname5152,2,2025-04-25T12:00:36Z,9,0.0,neutral,20-50,want say view video copyright claim resolve one favorite,neutral,LABEL_1,neutral,positive
Time to rewatch this to spite the youtube algorithm,@alejandropradillaamador6435,3,2025-04-25T11:48:49Z,5,0.0,neutral,0-10,time rewatch spite youtube algorithm,neutral,LABEL_1,neutral,positive
37….in a row?,@Oryx7000,1,2025-04-25T11:02:02Z,2,0.0,neutral,0-10,37 row,neutral,LABEL_1,neutral,neutral
exactly! just like horror! ty,@m.i.n.9000,0,2025-04-25T10:04:58Z,4,0.390625,positive,0-10,exactly like horror ty,positive,LABEL_1,neutral,neutral
You are hot❤ just a compliment..,@Boski-xu9cc,1,2025-04-25T08:50:34Z,2,0.0,neutral,0-10,hot compliment,positive,LABEL_2,positive,positive
From the Canadian Cucktent with love~,@goldenalpaca3881,0,2025-04-25T06:58:18Z,3,0.5,positive,0-10,canadian cucktent love,positive,LABEL_0,negative,neutral
She's back!,@jaclynfairhead5848,6,2025-04-25T05:18:17Z,1,0.0,neutral,0-10,back,neutral,LABEL_1,neutral,positive
"I really enjoy every video you make, Natalie",@sviatoslaviigorevich7360,1,2025-04-25T03:30:14Z,6,0.4,positive,0-10,really enjoy every video make natalie,positive,LABEL_2,positive,positive
God your contacts in part one look so good 😊,@PattyOs,1,2025-04-25T02:45:36Z,6,0.7,positive,0-10,god contact part one look good,positive,LABEL_2,positive,neutral
"i'm quite deep in biology and evolutionary psychology and tbh it feel completely rational considering our past.

Women do not have the physical strength to stop a men in nature. Thousands of years ago a ""bad"" men who really wanted to get you, would probably have. If you fought them back, you would get beaten, if you gave the guy what he wanted, he might be kind to you the next day.

Then there was endless eras of war, where one day you might just be the villager that got taken over, saw your dead husband by the city gate and now the bad men who just killed your husband is calling the shots and one of them is looking at you. Do you fight them off and act bad toward those who just killed your last husband, or would you have accepted your new husband?

It's fucked up but evolution is fucked up and it will evolve you the brain that will survive these realities better. Which in this case might just be to sleep with the devil to pacify him.

Don't know if you ever say ducks mating? It's generally quite savage gangbangs, where a dozen males swarms a duckette all at the same time and she just get pushed around the place by this army of lustful ducks. Will evolution give a brain to these duckettes that think this is horrible rape? or is it gonna give a brain that get aroused when it happen.. and anyway the duck she's into is gonna be the only one to reach her true vagina, not one of the many dead end vagina reserved to the least attractive ducks..

Evolution can be fucked up and you would never have stopped a dangerous men in the past, so you fucked them and kinda liked it.

I'm not against the kink in general. as a man i like dominating and degrading but in a role play manner. I also like when the girl can be aggressively demanding when horny, alto it almost impossible to feel dominated by a women unless i completely act it out because... i can lift them with 1 arm easy.. whatever she's doing is not gonna be very intimidating. If it feels good and the limits are respected, why not have fun?? Problem his some girls do not know where these dark fantasies come from and sometime date actual assholes and real sickos because they get horny from that. 

Basically this kink is the best example of internalized misogyny you could come across, literally sleeping with your rapist to prevent the worst outcomes. If it's toxic to you, you shouldn't do it. If you have a partner that respect your boundaries, you can indulge in it but it's still kind of fucked up.",@fredericklehoux7160,0,2025-04-25T02:45:30Z,225,-0.055550401978973395,neutral,,quite deep biology evolutionary psychology tbh feel completely rational consider past woman physical strength stop man nature thousand year ago bad man really want get would probably fight back would get beat give guy want might kind next day endless era war one day might villager get take see dead husband city gate bad man kill husband call shot one look fight act bad toward kill last husband would accept new husband fuck evolution fuck evolve brain survive reality well case might sleep devil pacify not know ever say duck mate generally quite savage gangbang dozen male swarm duckette time get push around place army lustful duck evolution give brain duckette think horrible rape go to give brain get arouse happen anyway duck go to one reach true vagina one many dead end vagina reserve least attractive duck evolution fuck would never stop dangerous man past fuck kinda like itim kink general man like dominate degrading role play manner also like girl aggressively demand horny alto almost impossible feel dominate woman unless completely act lift 1 arm easy whatever go to intimidating feel good limit respect fun problem girl know dark fantasy come sometime date actual asshole real sickos get horny basically kink good example internalized misogyny could come across literally sleep rapist prevent bad outcome toxic not partner respect boundary indulge still kind fuck,neutral,LABEL_0,negative,neutral
"I am SUUUPER late to this video, but I still want to thank you for it, because it got me working on my own paranormal romance novel, something I've been needing to work on for a bit now lol",@HadenBlake,3,2025-04-25T01:16:54Z,16,0.3666666666666667,positive,20-50,suuup late video still want thank get work paranormal romance novel something need work bit lol,positive,LABEL_1,neutral,neutral
"One year and 2-3 dozen Alyssa Grenfell videos later, and I finally understand why Bella (read: Stephanie) is so jealous of the blond vampires. It's because they look more Mormon than she does.
(Anastasia/E.L. James are jealous of blonds because James is a misogynist.)",@rusted_ursa,2,2025-04-25T00:56:23Z,24,0.16666666666666666,positive,20-50,one year 23 dozen alyssa grenfell video later finally understand bella read stephanie jealous blond vampire look mormon doesanastasiael james jealous blond james misogynist,positive,LABEL_1,neutral,neutral
"There is no paradox of life when its just life proceeding life
just because consciousness didnt conveniently follow, does not mean mother and double-daughter interject any paradoxical nature into nature",@thedegenerate9377,0,2025-04-24T23:43:40Z,16,0.15625,positive,20-50,paradox life life proceed lifejust consciousness not conveniently follow mean mother doubledaughter interject paradoxical nature nature,positive,LABEL_1,neutral,neutral
"I’m not gonna say I’m team Jacob, but I will say Jacob can do better.",@rykoodasr,0,2025-04-24T22:00:28Z,8,0.5,positive,10-20,go to say team jacob say jacob well,positive,LABEL_1,neutral,neutral
Nice reminder that Americans are also sometimes absolutely glorious🤷,@nadyayurukova,1,2025-04-24T21:29:21Z,7,0.4,positive,0-10,nice reminder americans also sometimes absolutely glorious,positive,LABEL_2,positive,neutral
Yes! It’s back for Canadians!!🎉,@justlikeEcho,5,2025-04-24T21:14:25Z,3,0.0,neutral,0-10,yes back canadian,neutral,LABEL_1,neutral,neutral
“Desire is a dog that wants to chase a squirrel but not to catch it” hits HARD!,@Lari-lc3zq,1,2025-04-24T18:22:46Z,8,-0.08229166666666668,neutral,10-20,desire dog want chase squirrel catch hit hard,neutral,LABEL_1,neutral,neutral
"I can’t get enough of this video!
I keep coming back to it.",@divyamohan_,4,2025-04-24T17:33:03Z,8,0.0,neutral,10-20,can not get enough videoi keep come back,positive,LABEL_2,positive,positive
IT’S BACK FOR EUROPEANS RAAHHH,@EliJones-cf8wz,7,2025-04-24T17:18:47Z,3,0.0,neutral,0-10,back european raahhh,neutral,LABEL_1,neutral,positive
Watching this in Canada to protest the copyright claim lol,@ghosttownes,2,2025-04-24T16:42:30Z,6,0.8,positive,0-10,watch canada protest copyright claim lol,positive,LABEL_1,neutral,neutral
thank you for this video! What an experience,@laisfarias3199,1,2025-04-24T15:53:32Z,3,0.0,neutral,0-10,thank video experience,neutral,LABEL_1,neutral,positive
"It’s back!!! Yay!!!! (Canadian here, not sure if the video’s back for people in Europe)",@fantasticbeck3938,6,2025-04-24T15:52:05Z,8,-0.08333333333333333,neutral,10-20,back yay canadian sure video back people europe,neutral,LABEL_2,positive,positive
